,soc
4146,2.21
4147,2.21
4148,2.21
4149,2.21
4150,2.21
4151,2.21
4152,2.2
4153,2.2
4154,2.2
4155,2.2
4156,2.2
4157,2.2
4158,2.2
4159,2.2
4160,2.2
4161,2.2
4162,2.2
4163,2.2
4164,2.2
4165,2.2
4166,2.2
4167,2.2
4168,2.2
4169,2.2
4170,2.2
4171,2.19
4172,2.19
4173,2.19
4174,2.19
4175,2.19
4176,2.19
4177,2.19
4178,2.19
4179,2.19
4180,2.19
4181,2.19
4182,2.19
4183,2.19
4184,2.19
4185,2.19
4186,2.19
4187,2.19
4188,2.18
4189,2.18
4190,2.18
4191,2.18
4192,2.18
4193,2.18
4194,2.18
4195,2.18
4196,2.18
4197,2.18
4198,2.18
4199,2.18
4200,2.18
4201,2.18
4202,2.18
4203,2.18
4204,2.18
4205,2.18
4206,2.18
4207,2.18
4208,2.18
4209,2.18
4210,2.18
4211,2.18
4212,2.17
4213,2.17
4214,2.17
4215,2.17
4216,2.17
4217,2.17
4218,2.17
4219,2.17
4220,2.17
4221,2.17
4222,2.17
4223,2.17
4224,2.17
4225,2.16
4226,2.16
4227,2.16
4228,2.16
4229,2.16
4230,2.16
4231,2.16
4232,2.16
4233,2.16
4234,2.16
4235,2.16
4236,2.16
4237,2.16
4238,2.16
4239,2.16
4240,2.16
4241,2.15
4242,2.15
4243,2.15
4244,2.15
4245,2.15
4246,2.15
4247,2.15
4248,2.15
4249,2.15
4250,2.15
4251,2.15
4252,2.15
4253,2.15
4254,2.15
4255,2.14
4256,2.14
4257,2.14
4258,2.14
4259,2.14
4260,2.14
4261,2.14
4262,2.14
4263,2.14
4264,2.14
4265,2.14
4266,2.14
4267,2.14
4268,2.14
4269,2.14
4270,2.14
4271,2.14
4272,2.14
4273,2.13
4274,2.13
4275,2.13
4276,2.13
4277,2.13
4278,2.13
4279,2.13
4280,2.13
4281,2.13
4282,2.13
4283,2.13
4284,2.13
4285,2.13
4286,2.13
4287,2.13
4288,2.13
4289,2.13
4290,2.13
4291,2.13
4292,2.13
4293,2.12
4294,2.12
4295,2.12
4296,2.12
4297,2.12
4298,2.12
4299,2.12
4300,2.12
4301,2.12
4302,2.12
4303,2.11
4304,2.11
4305,2.11
4306,2.11
4307,2.11
4308,2.11
4309,2.11
4310,2.11
4311,2.11
4312,2.11
4313,2.11
4314,2.11
4315,2.11
4316,2.11
4317,2.1
4318,2.1
4319,2.1
4320,2.1
4321,2.1
4322,2.1
4323,2.1
4324,2.1
4325,2.1
4326,2.1
4327,2.1
4328,2.1
4329,2.1
4330,2.1
4331,2.1
4332,2.1
4333,2.1
4334,2.1
4335,2.1
4336,2.1
4337,2.1
4338,2.1
4339,2.09
4340,2.09
4341,2.09
4342,2.09
4343,2.09
4344,2.09
4345,2.09
4346,2.09
4347,2.09
4348,2.09
4349,2.09
4350,2.09
4351,2.09
4352,2.09
4353,2.09
4354,2.09
4355,2.09
4356,2.09
4357,2.09
4358,2.09
4359,2.09
4360,2.09
4361,2.09
4362,2.08
4363,2.08
4364,2.08
4365,2.08
4366,2.08
4367,2.08
4368,2.08
4369,2.08
4370,2.08
4371,2.08
4372,2.08
4373,2.08
4374,2.08
4375,2.08
4376,2.08
4377,2.08
4378,2.08
4379,2.08
4380,2.07
4381,2.07
4382,2.07
4383,2.07
4384,2.07
4385,2.07
4386,2.07
4387,2.07
4388,2.07
4389,2.07
4390,2.07
4391,2.07
4392,2.07
4393,2.07
4394,2.07
4395,2.07
4396,2.07
4397,2.07
4398,2.07
4399,2.07
4400,2.07
4401,2.07
4402,2.06
4403,2.06
4404,2.06
4405,2.06
4406,2.06
4407,2.06
4408,2.06
4409,2.06
4410,2.06
4411,2.06
4412,2.06
4413,2.06
4414,2.06
4415,2.06
4416,2.06
4417,2.06
4418,2.05
4419,2.05
4420,2.05
4421,2.05
4422,2.05
4423,2.05
4424,2.05
4425,2.05
4426,2.05
4427,2.05
4428,2.05
4429,2.05
4430,2.05
4431,2.05
4432,2.05
4433,2.05
4434,2.05
4435,2.05
4436,2.05
4437,2.05
4438,2.05
4439,2.05
4440,2.05
4441,2.04
4442,2.04
4443,2.04
4444,2.04
4445,2.04
4446,2.04
4447,2.04
4448,2.04
4449,2.04
4450,2.04
4451,2.04
4452,2.04
4453,2.04
4454,2.04
4455,2.04
4456,2.04
4457,2.04
4458,2.04
4459,2.04
4460,2.04
4461,2.03
4462,2.03
4463,2.03
4464,2.03
4465,2.03
4466,2.03
4467,2.03
4468,2.03
4469,2.03
4470,2.03
4471,2.03
4472,2.03
4473,2.03
4474,2.03
4475,2.03
4476,2.03
4477,2.03
4478,2.03
4479,2.03
4480,2.03
4481,2.03
4482,2.03
4483,2.03
4484,2.02
4485,2.02
4486,2.02
4487,2.02
4488,2.02
4489,2.02
4490,2.02
4491,2.02
4492,2.02
4493,2.02
4494,2.02
4495,2.02
4496,2.02
4497,2.02
4498,2.02
4499,2.02
4500,2.02
4501,2.02
4502,2.02
4503,2.02
4504,2.02
4505,2.02
4506,2.02
4507,2.02
4508,2.01
4509,2.01
4510,2.01
4511,2.01
4512,2.01
4513,2.01
4514,2.01
4515,2.01
4516,2.01
4517,2.01
4518,2.01
4519,2.01
4520,2.01
4521,2.01
4522,2.01
4523,2.01
4524,2.01
4525,2.01
4526,2.01
4527,2.01
4528,2.01
4529,2.01
4530,2.01
4531,2.01
4532,2.01
4533,2.0
4534,2.0
4535,2.0
4536,2.0
4537,2.0
4538,2.0
4539,2.0
4540,2.0
4541,2.0
4542,2.0
4543,2.0
4544,2.0
4545,2.0
4546,2.0
4547,2.0
4548,2.0
4549,2.0
4550,2.0
4551,2.0
4552,2.0
4553,2.0
4554,2.0
4555,2.0
4556,2.0
4557,2.0
4558,2.0
4559,1.99
4560,1.99
4561,1.99
4562,1.99
4563,1.99
4564,1.99
4565,1.99
4566,1.99
4567,1.99
4568,1.99
4569,1.99
4570,1.99
4571,1.99
4572,1.99
4573,1.99
4574,1.99
4575,1.99
4576,1.99
4577,1.99
4578,1.99
4579,1.99
4580,1.99
4581,1.99
4582,1.98
4583,1.98
4584,1.98
4585,1.98
4586,1.98
4587,1.98
4588,1.98
4589,1.98
4590,1.98
4591,1.98
4592,1.98
4593,1.98
4594,1.98
4595,1.98
4596,1.98
4597,1.98
4598,1.98
4599,1.98
4600,1.98
4601,1.98
4602,1.98
4603,1.98
4604,1.98
4605,1.97
4606,1.97
4607,1.97
4608,1.97
4609,1.97
4610,1.97
4611,1.97
4612,1.97
4613,1.97
4614,1.97
4615,1.97
4616,1.97
4617,1.97
4618,1.97
4619,1.97
4620,1.97
4621,1.96
4622,1.96
4623,1.96
4624,1.96
4625,1.96
4626,1.96
4627,1.96
4628,1.96
4629,1.96
4630,1.96
4631,1.96
4632,1.96
4633,1.96
4634,1.96
4635,1.96
4636,1.96
4637,1.96
4638,1.96
4639,1.96
4640,1.96
4641,1.96
4642,1.96
4643,1.96
4644,1.96
4645,1.96
4646,1.96
4647,1.95
4648,1.95
4649,1.95
4650,1.95
4651,1.95
4652,1.95
4653,1.95
4654,1.95
4655,1.95
4656,1.95
4657,1.95
4658,1.95
4659,1.95
4660,1.95
4661,1.95
4662,1.95
4663,1.95
4664,1.95
4665,1.95
4666,1.95
4667,1.95
4668,1.95
4669,1.95
4670,1.95
4671,1.94
4672,1.94
4673,1.94
4674,1.94
4675,1.94
4676,1.94
4677,1.94
4678,1.94
4679,1.94
4680,1.94
4681,1.94
4682,1.94
4683,1.94
4684,1.94
4685,1.94
4686,1.94
4687,1.94
4688,1.94
4689,1.94
4690,1.94
4691,1.94
4692,1.94
4693,1.94
4694,1.94
4695,1.94
4696,1.94
4697,1.94
4698,1.94
4699,1.94
4700,1.93
4701,1.93
4702,1.93
4703,1.93
4704,1.93
4705,1.93
4706,1.93
4707,1.93
4708,1.93
4709,1.93
4710,1.93
4711,1.93
4712,1.93
4713,1.93
4714,1.93
4715,1.93
4716,1.93
4717,1.93
4718,1.93
4719,1.93
4720,1.93
4721,1.93
4722,1.93
4723,1.93
4724,1.93
4725,1.93
4726,1.93
4727,1.93
4728,1.92
4729,1.92
4730,1.92
4731,1.92
4732,1.92
4733,1.92
4734,1.92
4735,1.92
4736,1.92
4737,1.92
4738,1.92
4739,1.92
4740,1.92
4741,1.92
4742,1.92
4743,1.92
4744,1.92
4745,1.92
4746,1.92
4747,1.92
4748,1.92
4749,1.92
4750,1.92
4751,1.92
4752,1.92
4753,1.92
4754,1.92
4755,1.92
4756,1.92
4757,1.92
4758,1.91
4759,1.91
4760,1.91
4761,1.91
4762,1.91
4763,1.91
4764,1.91
4765,1.91
4766,1.91
4767,1.91
4768,1.91
4769,1.91
4770,1.91
4771,1.91
4772,1.91
4773,1.91
4774,1.91
4775,1.91
4776,1.91
4777,1.91
4778,1.91
4779,1.91
4780,1.91
4781,1.91
4782,1.91
4783,1.91
4784,1.9
4785,1.9
4786,1.9
4787,1.9
4788,1.9
4789,1.9
4790,1.9
4791,1.9
4792,1.9
4793,1.9
4794,1.9
4795,1.9
4796,1.9
4797,1.9
4798,1.9
4799,1.9
4800,1.9
4801,1.9
4802,1.9
4803,1.9
4804,1.9
4805,1.9
4806,1.9
4807,1.9
4808,1.9
4809,1.9
4810,1.9
4811,1.9
4812,1.9
4813,1.9
4814,1.9
4815,1.9
4816,1.89
4817,1.89
4818,1.89
4819,1.89
4820,1.89
4821,1.89
4822,1.89
4823,1.89
4824,1.89
4825,1.89
4826,1.89
4827,1.89
4828,1.89
4829,1.89
4830,1.89
4831,1.89
4832,1.89
4833,1.89
4834,1.89
4835,1.89
4836,1.89
4837,1.89
4838,1.89
4839,1.89
4840,1.89
4841,1.89
4842,1.89
4843,1.89
4844,1.89
4845,1.89
4846,1.89
4847,1.89
4848,1.88
4849,1.88
4850,1.88
4851,1.88
4852,1.88
4853,1.88
4854,1.88
4855,1.88
4856,1.88
4857,1.88
4858,1.88
4859,1.88
4860,1.88
4861,1.88
4862,1.88
4863,1.88
4864,1.88
4865,1.88
4866,1.88
4867,1.88
4868,1.88
4869,1.88
4870,1.88
4871,1.88
4872,1.88
4873,1.88
4874,1.88
4875,1.87
4876,1.87
4877,1.87
4878,1.87
4879,1.87
4880,1.87
4881,1.87
4882,1.87
4883,1.87
4884,1.87
4885,1.87
4886,1.87
4887,1.87
4888,1.87
4889,1.87
4890,1.87
4891,1.87
4892,1.87
4893,1.87
4894,1.87
4895,1.87
4896,1.87
4897,1.87
4898,1.87
4899,1.87
4900,1.87
4901,1.86
4902,1.86
4903,1.86
4904,1.86
4905,1.86
4906,1.86
4907,1.86
4908,1.86
4909,1.86
4910,1.86
4911,1.86
4912,1.86
4913,1.86
4914,1.86
4915,1.86
4916,1.86
4917,1.86
4918,1.86
4919,1.86
4920,1.86
4921,1.86
4922,1.86
4923,1.86
4924,1.86
4925,1.86
4926,1.86
4927,1.86
4928,1.86
4929,1.86
4930,1.86
4931,1.85
4932,1.85
4933,1.85
4934,1.85
4935,1.85
4936,1.85
4937,1.85
4938,1.85
4939,1.85
4940,1.85
4941,1.85
4942,1.85
4943,1.85
4944,1.85
4945,1.85
4946,1.85
4947,1.85
4948,1.85
4949,1.85
4950,1.85
4951,1.85
4952,1.84
4953,1.84
4954,1.84
4955,1.84
4956,1.84
4957,1.84
4958,1.84
4959,1.84
4960,1.84
4961,1.84
4962,1.84
4963,1.84
4964,1.84
4965,1.84
4966,1.84
4967,1.84
4968,1.84
4969,1.84
4970,1.84
4971,1.84
4972,1.84
4973,1.84
4974,1.84
4975,1.84
4976,1.84
4977,1.84
4978,1.84
4979,1.84
4980,1.84
4981,1.84
4982,1.83
4983,1.83
4984,1.83
4985,1.83
4986,1.83
4987,1.83
4988,1.83
4989,1.83
4990,1.83
4991,1.83
4992,1.83
4993,1.83
4994,1.83
4995,1.83
4996,1.83
4997,1.83
4998,1.83
4999,1.83
5000,1.83
5001,1.83
5002,1.83
5003,1.83
5004,1.83
5005,1.83
5006,1.83
5007,1.83
5008,1.83
5009,1.83
5010,1.83
5011,1.83
5012,1.83
5013,1.83
5014,1.83
5015,1.83
5016,1.83
5017,1.83
5018,1.83
5019,1.83
5020,1.82
5021,1.82
5022,1.82
5023,1.82
5024,1.82
5025,1.82
5026,1.82
5027,1.82
5028,1.82
5029,1.82
5030,1.82
5031,1.82
5032,1.82
5033,1.82
5034,1.82
5035,1.82
5036,1.82
5037,1.82
5038,1.82
5039,1.82
5040,1.82
5041,1.82
5042,1.82
5043,1.82
5044,1.82
5045,1.82
5046,1.82
5047,1.82
5048,1.82
5049,1.81
5050,1.81
5051,1.81
5052,1.81
5053,1.81
5054,1.81
5055,1.81
5056,1.81
5057,1.81
5058,1.81
5059,1.81
5060,1.81
5061,1.81
5062,1.81
5063,1.81
5064,1.81
5065,1.81
5066,1.81
5067,1.81
5068,1.81
5069,1.81
5070,1.81
5071,1.81
5072,1.81
5073,1.81
5074,1.81
5075,1.81
5076,1.81
5077,1.81
5078,1.81
5079,1.81
5080,1.81
5081,1.8
5082,1.8
5083,1.8
5084,1.8
5085,1.8
5086,1.8
5087,1.8
5088,1.8
5089,1.8
5090,1.8
5091,1.8
5092,1.8
5093,1.8
5094,1.8
5095,1.8
5096,1.8
5097,1.8
5098,1.8
5099,1.8
5100,1.8
5101,1.8
5102,1.8
5103,1.8
5104,1.8
5105,1.8
5106,1.8
5107,1.8
5108,1.8
5109,1.79
5110,1.79
5111,1.79
5112,1.79
5113,1.79
5114,1.79
5115,1.79
5116,1.79
5117,1.79
5118,1.79
5119,1.79
5120,1.79
5121,1.79
5122,1.79
5123,1.79
5124,1.79
5125,1.79
5126,1.79
5127,1.79
5128,1.79
5129,1.79
5130,1.79
5131,1.79
5132,1.79
5133,1.79
5134,1.79
5135,1.79
5136,1.79
5137,1.79
5138,1.79
5139,1.79
5140,1.79
5141,1.79
5142,1.79
5143,1.79
5144,1.79
5145,1.78
5146,1.78
5147,1.78
5148,1.78
5149,1.78
5150,1.78
5151,1.78
5152,1.78
5153,1.78
5154,1.78
5155,1.78
5156,1.78
5157,1.78
5158,1.78
5159,1.78
5160,1.78
5161,1.78
5162,1.78
5163,1.78
5164,1.78
5165,1.78
5166,1.78
5167,1.78
5168,1.78
5169,1.78
5170,1.78
5171,1.78
5172,1.78
5173,1.78
5174,1.78
5175,1.78
5176,1.78
5177,1.77
5178,1.77
5179,1.77
5180,1.77
5181,1.77
5182,1.77
5183,1.77
5184,1.77
5185,1.77
5186,1.77
5187,1.77
5188,1.77
5189,1.77
5190,1.77
5191,1.77
5192,1.77
5193,1.77
5194,1.77
5195,1.77
5196,1.77
5197,1.77
5198,1.77
5199,1.77
5200,1.77
5201,1.77
5202,1.77
5203,1.77
5204,1.77
5205,1.77
5206,1.77
5207,1.77
5208,1.76
5209,1.76
5210,1.76
5211,1.76
5212,1.76
5213,1.76
5214,1.76
5215,1.76
5216,1.76
5217,1.76
5218,1.76
5219,1.76
5220,1.76
5221,1.76
5222,1.76
5223,1.76
5224,1.76
5225,1.76
5226,1.76
5227,1.76
5228,1.76
5229,1.76
5230,1.76
5231,1.76
5232,1.76
5233,1.76
5234,1.76
5235,1.76
5236,1.76
5237,1.76
5238,1.76
5239,1.75
5240,1.75
5241,1.75
5242,1.75
5243,1.75
5244,1.75
5245,1.75
5246,1.75
5247,1.75
5248,1.75
5249,1.75
5250,1.75
5251,1.75
5252,1.75
5253,1.75
5254,1.75
5255,1.75
5256,1.75
5257,1.75
5258,1.75
5259,1.75
5260,1.75
5261,1.75
5262,1.75
5263,1.75
5264,1.74
5265,1.74
5266,1.74
5267,1.74
5268,1.74
5269,1.74
5270,1.74
5271,1.74
5272,1.74
5273,1.74
5274,1.74
5275,1.74
5276,1.74
5277,1.74
5278,1.74
5279,1.74
5280,1.74
5281,1.74
5282,1.74
5283,1.74
5284,1.74
5285,1.74
5286,1.74
5287,1.74
5288,1.74
5289,1.73
5290,1.73
5291,1.73
5292,1.73
5293,1.73
5294,1.73
5295,1.73
5296,1.73
5297,1.73
5298,1.73
5299,1.73
5300,1.73
5301,1.73
5302,1.73
5303,1.73
5304,1.73
5305,1.73
5306,1.73
5307,1.73
5308,1.73
5309,1.73
5310,1.73
5311,1.73
5312,1.73
5313,1.73
5314,1.72
5315,1.72
5316,1.72
5317,1.72
5318,1.72
5319,1.72
5320,1.72
5321,1.72
5322,1.72
5323,1.72
5324,1.72
5325,1.72
5326,1.72
5327,1.72
5328,1.72
5329,1.72
5330,1.72
5331,1.72
5332,1.72
5333,1.72
5334,1.72
5335,1.72
5336,1.72
5337,1.72
5338,1.72
5339,1.72
5340,1.72
5341,1.72
5342,1.72
5343,1.72
5344,1.72
5345,1.72
5346,1.72
5347,1.72
5348,1.72
5349,1.72
5350,1.72
5351,1.72
5352,1.71
5353,1.71
5354,1.71
5355,1.71
5356,1.71
5357,1.71
5358,1.71
5359,1.71
5360,1.71
5361,1.71
5362,1.71
5363,1.71
5364,1.71
5365,1.71
5366,1.71
5367,1.71
5368,1.71
5369,1.71
5370,1.71
5371,1.71
5372,1.71
5373,1.71
5374,1.71
5375,1.71
5376,1.71
5377,1.71
5378,1.71
5379,1.71
5380,1.71
5381,1.7
5382,1.7
5383,1.7
5384,1.7
5385,1.7
5386,1.7
5387,1.7
5388,1.7
5389,1.7
5390,1.7
5391,1.7
5392,1.7
5393,1.7
5394,1.7
5395,1.7
5396,1.7
5397,1.7
5398,1.7
5399,1.7
5400,1.7
5401,1.7
5402,1.7
5403,1.7
5404,1.7
5405,1.7
5406,1.7
5407,1.7
5408,1.7
5409,1.7
5410,1.7
5411,1.7
5412,1.7
5413,1.7
5414,1.7
5415,1.7
5416,1.7
5417,1.7
5418,1.7
5419,1.69
5420,1.69
5421,1.69
5422,1.69
5423,1.69
5424,1.69
5425,1.69
5426,1.69
5427,1.69
5428,1.69
5429,1.69
5430,1.69
5431,1.69
5432,1.69
5433,1.69
5434,1.69
5435,1.69
5436,1.69
5437,1.69
5438,1.69
5439,1.69
5440,1.69
5441,1.68
5442,1.68
5443,1.68
5444,1.68
5445,1.68
5446,1.68
5447,1.68
5448,1.68
5449,1.68
5450,1.68
5451,1.68
5452,1.68
5453,1.68
5454,1.68
5455,1.68
5456,1.68
5457,1.68
5458,1.68
5459,1.68
5460,1.68
5461,1.68
5462,1.68
5463,1.68
5464,1.68
5465,1.68
5466,1.68
5467,1.68
5468,1.68
5469,1.68
5470,1.68
5471,1.68
5472,1.67
5473,1.67
5474,1.67
5475,1.67
5476,1.67
5477,1.67
5478,1.67
5479,1.67
5480,1.67
5481,1.67
5482,1.67
5483,1.67
5484,1.67
5485,1.67
5486,1.67
5487,1.67
5488,1.67
5489,1.67
5490,1.67
5491,1.67
5492,1.67
5493,1.67
5494,1.66
5495,1.66
5496,1.66
5497,1.66
5498,1.66
5499,1.66
5500,1.66
5501,1.66
5502,1.66
5503,1.66
5504,1.66
5505,1.66
5506,1.66
5507,1.66
5508,1.66
5509,1.66
5510,1.66
5511,1.66
5512,1.66
5513,1.66
5514,1.66
5515,1.66
5516,1.66
5517,1.66
5518,1.66
5519,1.66
5520,1.65
5521,1.65
5522,1.65
5523,1.65
5524,1.65
5525,1.65
5526,1.65
5527,1.65
5528,1.65
5529,1.65
5530,1.65
5531,1.65
5532,1.65
5533,1.65
5534,1.65
5535,1.65
5536,1.65
5537,1.65
5538,1.64
5539,1.64
5540,1.64
5541,1.64
5542,1.64
5543,1.64
5544,1.64
5545,1.64
5546,1.64
5547,1.64
5548,1.64
5549,1.64
5550,1.64
5551,1.64
5552,1.64
5553,1.64
5554,1.64
5555,1.64
5556,1.64
5557,1.64
5558,1.64
5559,1.64
5560,1.64
5561,1.64
5562,1.64
5563,1.64
5564,1.64
5565,1.64
5566,1.64
5567,1.64
5568,1.64
5569,1.64
5570,1.64
5571,1.64
5572,1.64
5573,1.64
5574,1.64
5575,1.64
5576,1.64
5577,1.64
5578,1.64
5579,1.63
5580,1.63
5581,1.63
5582,1.63
5583,1.63
5584,1.63
5585,1.63
5586,1.63
5587,1.63
5588,1.63
5589,1.63
5590,1.63
5591,1.63
5592,1.63
5593,1.63
5594,1.63
5595,1.63
5596,1.63
5597,1.63
5598,1.63
5599,1.63
5600,1.63
5601,1.63
5602,1.63
5603,1.63
5604,1.63
5605,1.63
5606,1.63
5607,1.63
5608,1.63
5609,1.63
5610,1.62
5611,1.62
5612,1.62
5613,1.62
5614,1.62
5615,1.62
5616,1.62
5617,1.62
5618,1.62
5619,1.62
5620,1.62
5621,1.62
5622,1.62
5623,1.62
5624,1.62
5625,1.62
5626,1.62
5627,1.62
5628,1.62
5629,1.62
5630,1.62
5631,1.61
5632,1.61
5633,1.61
5634,1.61
5635,1.61
5636,1.61
5637,1.61
5638,1.61
5639,1.61
5640,1.61
5641,1.61
5642,1.61
5643,1.61
5644,1.61
5645,1.61
5646,1.61
5647,1.61
5648,1.61
5649,1.61
5650,1.61
5651,1.61
5652,1.61
5653,1.61
5654,1.61
5655,1.61
5656,1.61
5657,1.61
5658,1.6
5659,1.6
5660,1.6
5661,1.6
5662,1.6
5663,1.6
5664,1.6
5665,1.6
5666,1.6
5667,1.6
5668,1.6
5669,1.6
5670,1.6
5671,1.6
5672,1.6
5673,1.6
5674,1.6
5675,1.6
5676,1.6
5677,1.6
5678,1.6
5679,1.6
5680,1.6
5681,1.6
5682,1.6
5683,1.6
5684,1.6
5685,1.6
5686,1.6
5687,1.6
5688,1.6
5689,1.6
5690,1.6
5691,1.6
5692,1.59
5693,1.59
5694,1.59
5695,1.59
5696,1.59
5697,1.59
5698,1.59
5699,1.59
5700,1.59
5701,1.59
5702,1.59
5703,1.59
5704,1.59
5705,1.59
5706,1.59
5707,1.59
5708,1.59
5709,1.59
5710,1.59
5711,1.59
5712,1.59
5713,1.59
5714,1.59
5715,1.59
5716,1.59
5717,1.59
5718,1.59
5719,1.58
5720,1.58
5721,1.58
5722,1.58
5723,1.58
5724,1.58
5725,1.58
5726,1.58
5727,1.58
5728,1.58
5729,1.58
5730,1.58
5731,1.58
5732,1.58
5733,1.58
5734,1.58
5735,1.58
5736,1.58
5737,1.58
5738,1.58
5739,1.58
5740,1.58
5741,1.58
5742,1.58
5743,1.58
5744,1.58
5745,1.58
5746,1.58
5747,1.58
5748,1.58
5749,1.58
5750,1.58
5751,1.58
5752,1.58
5753,1.58
5754,1.58
5755,1.58
5756,1.58
5757,1.58
5758,1.58
5759,1.57
5760,1.57
5761,1.57
5762,1.57
5763,1.57
5764,1.57
5765,1.57
5766,1.57
5767,1.57
5768,1.57
5769,1.57
5770,1.57
5771,1.57
5772,1.57
5773,1.57
5774,1.57
5775,1.57
5776,1.57
5777,1.57
5778,1.57
5779,1.57
5780,1.57
5781,1.57
5782,1.57
5783,1.57
5784,1.57
5785,1.57
5786,1.57
5787,1.57
5788,1.57
5789,1.57
5790,1.57
5791,1.57
5792,1.57
5793,1.57
5794,1.57
5795,1.57
5796,1.57
5797,1.57
5798,1.57
5799,1.57
5800,1.56
5801,1.56
5802,1.56
5803,1.56
5804,1.56
5805,1.56
5806,1.56
5807,1.56
5808,1.56
5809,1.56
5810,1.56
5811,1.56
5812,1.56
5813,1.56
5814,1.56
5815,1.56
5816,1.56
5817,1.56
5818,1.56
5819,1.56
5820,1.56
5821,1.56
5822,1.56
5823,1.56
5824,1.56
5825,1.56
5826,1.56
5827,1.56
5828,1.56
5829,1.56
5830,1.56
5831,1.56
5832,1.56
5833,1.56
5834,1.56
5835,1.56
5836,1.56
5837,1.56
5838,1.56
5839,1.56
5840,1.56
5841,1.56
5842,1.55
5843,1.55
5844,1.55
5845,1.55
5846,1.55
5847,1.55
5848,1.55
5849,1.55
5850,1.55
5851,1.55
5852,1.55
5853,1.55
5854,1.55
5855,1.55
5856,1.55
5857,1.55
5858,1.55
5859,1.55
5860,1.55
5861,1.55
5862,1.55
5863,1.55
5864,1.55
5865,1.55
5866,1.55
5867,1.55
5868,1.55
5869,1.55
5870,1.55
5871,1.55
5872,1.55
5873,1.55
5874,1.55
5875,1.55
5876,1.55
5877,1.55
5878,1.54
5879,1.54
5880,1.54
5881,1.54
5882,1.54
5883,1.54
5884,1.54
5885,1.54
5886,1.54
5887,1.54
5888,1.54
5889,1.54
5890,1.54
5891,1.54
5892,1.54
5893,1.54
5894,1.54
5895,1.54
5896,1.54
5897,1.54
5898,1.54
5899,1.54
5900,1.54
5901,1.54
5902,1.54
5903,1.54
5904,1.54
5905,1.54
5906,1.54
5907,1.54
5908,1.54
5909,1.54
5910,1.54
5911,1.54
5912,1.54
5913,1.54
5914,1.53
5915,1.53
5916,1.53
5917,1.53
5918,1.53
5919,1.53
5920,1.53
5921,1.53
5922,1.53
5923,1.53
5924,1.53
5925,1.53
5926,1.53
5927,1.53
5928,1.53
5929,1.53
5930,1.53
5931,1.53
5932,1.53
5933,1.53
5934,1.53
5935,1.53
5936,1.53
5937,1.53
5938,1.53
5939,1.53
5940,1.53
5941,1.53
5942,1.53
5943,1.53
5944,1.53
5945,1.53
5946,1.52
5947,1.52
5948,1.52
5949,1.52
5950,1.52
5951,1.52
5952,1.52
5953,1.52
5954,1.52
5955,1.52
5956,1.52
5957,1.52
5958,1.52
5959,1.52
5960,1.52
5961,1.52
5962,1.52
5963,1.52
5964,1.52
5965,1.52
5966,1.52
5967,1.52
5968,1.52
5969,1.52
5970,1.52
5971,1.52
5972,1.52
5973,1.52
5974,1.52
5975,1.52
5976,1.52
5977,1.52
5978,1.52
5979,1.52
5980,1.51
5981,1.51
5982,1.51
5983,1.51
5984,1.51
5985,1.51
5986,1.51
5987,1.51
5988,1.51
5989,1.51
5990,1.51
5991,1.51
5992,1.51
5993,1.51
5994,1.51
5995,1.51
5996,1.51
5997,1.51
5998,1.51
5999,1.51
6000,1.51
6001,1.51
6002,1.51
6003,1.51
6004,1.51
6005,1.51
6006,1.51
6007,1.51
6008,1.51
6009,1.51
6010,1.51
6011,1.5
6012,1.5
6013,1.5
6014,1.5
6015,1.5
6016,1.5
6017,1.5
6018,1.5
6019,1.5
6020,1.5
6021,1.5
6022,1.5
6023,1.5
6024,1.5
6025,1.5
6026,1.5
6027,1.5
6028,1.5
6029,1.5
6030,1.5
6031,1.5
6032,1.5
6033,1.5
6034,1.5
6035,1.5
6036,1.5
6037,1.5
6038,1.5
6039,1.5
6040,1.5
6041,1.5
6042,1.5
6043,1.5
6044,1.5
6045,1.5
6046,1.5
6047,1.5
6048,1.5
6049,1.49
6050,1.49
6051,1.49
6052,1.49
6053,1.49
6054,1.49
6055,1.49
6056,1.49
6057,1.49
6058,1.49
6059,1.49
6060,1.49
6061,1.49
6062,1.49
6063,1.49
6064,1.49
6065,1.49
6066,1.49
6067,1.49
6068,1.49
6069,1.49
6070,1.49
6071,1.49
6072,1.49
6073,1.49
6074,1.49
6075,1.49
6076,1.49
6077,1.49
6078,1.49
6079,1.49
6080,1.49
6081,1.48
6082,1.48
6083,1.48
6084,1.48
6085,1.48
6086,1.48
6087,1.48
6088,1.48
6089,1.48
6090,1.48
6091,1.48
6092,1.48
6093,1.48
6094,1.48
6095,1.48
6096,1.48
6097,1.48
6098,1.48
6099,1.48
6100,1.48
6101,1.48
6102,1.48
6103,1.48
6104,1.48
6105,1.48
6106,1.48
6107,1.47
6108,1.47
6109,1.47
6110,1.47
6111,1.47
6112,1.47
6113,1.47
6114,1.47
6115,1.47
6116,1.47
6117,1.47
6118,1.47
6119,1.47
6120,1.47
6121,1.47
6122,1.47
6123,1.47
6124,1.47
6125,1.47
6126,1.47
6127,1.47
6128,1.47
6129,1.47
6130,1.47
6131,1.47
6132,1.47
6133,1.47
6134,1.47
6135,1.47
6136,1.47
6137,1.47
6138,1.46
6139,1.46
6140,1.46
6141,1.46
6142,1.46
6143,1.46
6144,1.46
