,soc
10143,0.65
10144,0.65
10145,0.65
10146,0.65
10147,0.65
10148,0.65
10149,0.65
10150,0.65
10151,0.65
10152,0.65
10153,0.65
10154,0.65
10155,0.65
10156,0.65
10157,0.65
10158,0.65
10159,0.65
10160,0.64
10161,0.64
10162,0.64
10163,0.64
10164,0.64
10165,0.64
10166,0.64
10167,0.64
10168,0.64
10169,0.64
10170,0.64
10171,0.64
10172,0.64
10173,0.64
10174,0.64
10175,0.64
10176,0.64
10177,0.64
10178,0.64
10179,0.64
10180,0.64
10181,0.64
10182,0.64
10183,0.64
10184,0.64
10185,0.64
10186,0.64
10187,0.64
10188,0.64
10189,0.64
10190,0.64
10191,0.64
10192,0.64
10193,0.64
10194,0.64
10195,0.64
10196,0.64
10197,0.64
10198,0.64
10199,0.64
10200,0.64
10201,0.64
10202,0.64
10203,0.64
10204,0.64
10205,0.64
10206,0.64
10207,0.64
10208,0.64
10209,0.64
10210,0.64
10211,0.64
10212,0.64
10213,0.64
10214,0.64
10215,0.64
10216,0.64
10217,0.64
10218,0.64
10219,0.64
10220,0.63
10221,0.63
10222,0.63
10223,0.63
10224,0.63
10225,0.63
10226,0.63
10227,0.63
10228,0.63
10229,0.63
10230,0.63
10231,0.63
10232,0.63
10233,0.63
10234,0.63
10235,0.63
10236,0.63
10237,0.63
10238,0.63
10239,0.63
10240,0.63
10241,0.63
10242,0.63
10243,0.63
10244,0.63
10245,0.63
10246,0.63
10247,0.63
10248,0.63
10249,0.63
10250,0.63
10251,0.63
10252,0.63
10253,0.63
10254,0.63
10255,0.63
10256,0.63
10257,0.63
10258,0.63
10259,0.63
10260,0.63
10261,0.63
10262,0.63
10263,0.63
10264,0.63
10265,0.63
10266,0.63
10267,0.63
10268,0.63
10269,0.63
10270,0.63
10271,0.63
10272,0.63
10273,0.63
10274,0.63
10275,0.63
10276,0.63
10277,0.62
10278,0.62
10279,0.62
10280,0.62
10281,0.62
10282,0.62
10283,0.62
10284,0.62
10285,0.62
10286,0.62
10287,0.62
10288,0.62
10289,0.62
10290,0.62
10291,0.62
10292,0.62
10293,0.62
10294,0.62
10295,0.62
10296,0.62
10297,0.62
10298,0.62
10299,0.62
10300,0.62
10301,0.62
10302,0.62
10303,0.62
10304,0.62
10305,0.62
10306,0.62
10307,0.62
10308,0.62
10309,0.62
10310,0.62
10311,0.62
10312,0.62
10313,0.62
10314,0.62
10315,0.62
10316,0.62
10317,0.62
10318,0.62
10319,0.62
10320,0.62
10321,0.62
10322,0.62
10323,0.62
10324,0.62
10325,0.62
10326,0.62
10327,0.62
10328,0.62
10329,0.62
10330,0.62
10331,0.61
10332,0.61
10333,0.61
10334,0.61
10335,0.61
10336,0.61
10337,0.61
10338,0.61
10339,0.61
10340,0.61
10341,0.61
10342,0.61
10343,0.61
10344,0.61
10345,0.61
10346,0.61
10347,0.61
10348,0.61
10349,0.61
10350,0.61
10351,0.61
10352,0.61
10353,0.61
10354,0.61
10355,0.61
10356,0.61
10357,0.61
10358,0.61
10359,0.61
10360,0.61
10361,0.61
10362,0.61
10363,0.61
10364,0.61
10365,0.61
10366,0.61
10367,0.61
10368,0.61
10369,0.61
10370,0.61
10371,0.61
10372,0.61
10373,0.61
10374,0.61
10375,0.61
10376,0.61
10377,0.61
10378,0.61
10379,0.61
10380,0.61
10381,0.61
10382,0.61
10383,0.61
10384,0.61
10385,0.6
10386,0.6
10387,0.6
10388,0.6
10389,0.6
10390,0.6
10391,0.6
10392,0.6
10393,0.6
10394,0.6
10395,0.6
10396,0.6
10397,0.6
10398,0.6
10399,0.6
10400,0.6
10401,0.6
10402,0.6
10403,0.6
10404,0.6
10405,0.6
10406,0.6
10407,0.6
10408,0.6
10409,0.6
10410,0.6
10411,0.6
10412,0.6
10413,0.6
10414,0.6
10415,0.6
10416,0.6
10417,0.6
10418,0.6
10419,0.6
10420,0.6
10421,0.6
10422,0.6
10423,0.6
10424,0.6
10425,0.6
10426,0.6
10427,0.6
10428,0.6
10429,0.59
10430,0.59
10431,0.59
10432,0.59
10433,0.59
10434,0.59
10435,0.59
10436,0.59
10437,0.59
10438,0.59
10439,0.59
10440,0.59
10441,0.59
10442,0.59
10443,0.59
10444,0.59
10445,0.59
10446,0.59
10447,0.59
10448,0.59
10449,0.59
10450,0.59
10451,0.59
10452,0.59
10453,0.59
10454,0.59
10455,0.59
10456,0.59
10457,0.59
10458,0.59
10459,0.59
10460,0.59
10461,0.59
10462,0.59
10463,0.59
10464,0.59
10465,0.59
10466,0.59
10467,0.59
10468,0.59
10469,0.59
10470,0.59
10471,0.59
10472,0.59
10473,0.59
10474,0.59
10475,0.59
10476,0.59
10477,0.59
10478,0.59
10479,0.59
10480,0.59
10481,0.59
10482,0.59
10483,0.59
10484,0.59
10485,0.58
10486,0.58
10487,0.58
10488,0.58
10489,0.58
10490,0.58
10491,0.58
10492,0.58
10493,0.58
10494,0.58
10495,0.58
10496,0.58
10497,0.58
10498,0.58
10499,0.58
10500,0.58
10501,0.58
10502,0.58
10503,0.58
10504,0.58
10505,0.58
10506,0.58
10507,0.58
10508,0.58
10509,0.58
10510,0.58
10511,0.58
10512,0.58
10513,0.58
10514,0.58
10515,0.58
10516,0.58
10517,0.58
10518,0.58
10519,0.58
10520,0.58
10521,0.58
10522,0.58
10523,0.58
10524,0.58
10525,0.58
10526,0.58
10527,0.58
10528,0.58
10529,0.58
10530,0.58
10531,0.58
10532,0.58
10533,0.58
10534,0.58
10535,0.58
10536,0.58
10537,0.58
10538,0.58
10539,0.58
10540,0.58
10541,0.57
10542,0.57
10543,0.57
10544,0.57
10545,0.57
10546,0.57
10547,0.57
10548,0.57
10549,0.57
10550,0.57
10551,0.57
10552,0.57
10553,0.57
10554,0.57
10555,0.57
10556,0.57
10557,0.57
10558,0.57
10559,0.57
10560,0.57
10561,0.57
10562,0.57
10563,0.57
10564,0.57
10565,0.57
10566,0.57
10567,0.57
10568,0.57
10569,0.57
10570,0.57
10571,0.57
10572,0.57
10573,0.57
10574,0.57
10575,0.57
10576,0.57
10577,0.57
10578,0.57
10579,0.57
10580,0.57
10581,0.57
10582,0.57
10583,0.57
10584,0.57
10585,0.57
10586,0.57
10587,0.57
10588,0.57
10589,0.57
10590,0.57
10591,0.57
10592,0.57
10593,0.57
10594,0.57
10595,0.57
10596,0.57
10597,0.57
10598,0.57
10599,0.56
10600,0.56
10601,0.56
10602,0.56
10603,0.56
10604,0.56
10605,0.56
10606,0.56
10607,0.56
10608,0.56
10609,0.56
10610,0.56
10611,0.56
10612,0.56
10613,0.56
10614,0.56
10615,0.56
10616,0.56
10617,0.56
10618,0.56
10619,0.56
10620,0.56
10621,0.56
10622,0.56
10623,0.56
10624,0.56
10625,0.56
10626,0.56
10627,0.56
10628,0.56
10629,0.56
10630,0.56
10631,0.56
10632,0.56
10633,0.56
10634,0.56
10635,0.56
10636,0.56
10637,0.56
10638,0.56
10639,0.56
10640,0.56
10641,0.56
10642,0.56
10643,0.56
10644,0.56
10645,0.56
10646,0.55
10647,0.55
10648,0.55
10649,0.55
10650,0.55
10651,0.55
10652,0.55
10653,0.55
10654,0.55
10655,0.55
10656,0.55
10657,0.55
10658,0.55
10659,0.55
10660,0.55
10661,0.55
10662,0.55
10663,0.55
10664,0.55
10665,0.55
10666,0.55
10667,0.55
10668,0.55
10669,0.55
10670,0.55
10671,0.55
10672,0.55
10673,0.55
10674,0.55
10675,0.55
10676,0.55
10677,0.55
10678,0.55
10679,0.55
10680,0.55
10681,0.55
10682,0.55
10683,0.55
10684,0.55
10685,0.55
10686,0.55
10687,0.55
10688,0.55
10689,0.55
10690,0.55
10691,0.55
10692,0.55
10693,0.55
10694,0.55
10695,0.55
10696,0.55
10697,0.54
10698,0.54
10699,0.54
10700,0.54
10701,0.54
10702,0.54
10703,0.54
10704,0.54
10705,0.54
10706,0.54
10707,0.54
10708,0.54
10709,0.54
10710,0.54
10711,0.54
10712,0.54
10713,0.54
10714,0.54
10715,0.54
10716,0.54
10717,0.54
10718,0.54
10719,0.54
10720,0.54
10721,0.54
10722,0.54
10723,0.54
10724,0.54
10725,0.54
10726,0.54
10727,0.54
10728,0.54
10729,0.54
10730,0.54
10731,0.54
10732,0.54
10733,0.54
10734,0.54
10735,0.54
10736,0.54
10737,0.54
10738,0.54
10739,0.53
10740,0.53
10741,0.53
10742,0.53
10743,0.53
10744,0.53
10745,0.53
10746,0.53
10747,0.53
10748,0.53
10749,0.53
10750,0.53
10751,0.53
10752,0.53
10753,0.53
10754,0.53
10755,0.53
10756,0.53
10757,0.53
10758,0.53
10759,0.53
10760,0.53
10761,0.53
10762,0.53
10763,0.53
10764,0.53
10765,0.53
10766,0.53
10767,0.53
10768,0.53
10769,0.53
10770,0.53
10771,0.53
10772,0.53
10773,0.53
10774,0.53
10775,0.53
10776,0.53
10777,0.53
10778,0.53
10779,0.53
10780,0.53
10781,0.53
10782,0.53
10783,0.53
10784,0.53
10785,0.52
10786,0.52
10787,0.52
10788,0.52
10789,0.52
10790,0.52
10791,0.52
10792,0.52
10793,0.52
10794,0.52
10795,0.52
10796,0.52
10797,0.52
10798,0.52
10799,0.52
10800,0.52
10801,0.52
10802,0.52
10803,0.52
10804,0.52
10805,0.52
10806,0.52
10807,0.52
10808,0.52
10809,0.52
10810,0.52
10811,0.52
10812,0.52
10813,0.52
10814,0.52
10815,0.52
10816,0.51
10817,0.51
10818,0.51
10819,0.51
10820,0.51
10821,0.51
10822,0.51
10823,0.51
10824,0.51
10825,0.51
10826,0.51
10827,0.51
10828,0.51
10829,0.51
10830,0.51
10831,0.51
10832,0.51
10833,0.51
10834,0.51
10835,0.51
10836,0.51
10837,0.51
10838,0.51
10839,0.51
10840,0.51
10841,0.51
10842,0.51
10843,0.51
10844,0.51
10845,0.51
10846,0.51
10847,0.51
10848,0.51
10849,0.51
10850,0.51
10851,0.51
10852,0.51
10853,0.51
10854,0.51
10855,0.5
10856,0.5
10857,0.5
10858,0.5
10859,0.5
10860,0.5
10861,0.5
10862,0.5
10863,0.5
10864,0.5
10865,0.5
10866,0.5
10867,0.5
10868,0.5
10869,0.5
10870,0.5
10871,0.5
10872,0.5
10873,0.5
10874,0.5
10875,0.5
10876,0.5
10877,0.5
10878,0.5
10879,0.5
10880,0.5
10881,0.5
10882,0.5
10883,0.5
10884,0.5
10885,0.5
10886,0.5
10887,0.5
10888,0.5
10889,0.5
10890,0.5
10891,0.5
10892,0.5
10893,0.5
10894,0.5
10895,0.5
10896,0.5
10897,0.5
10898,0.5
10899,0.5
10900,0.5
10901,0.5
10902,0.5
10903,0.5
10904,0.5
10905,0.49
10906,0.49
10907,0.49
10908,0.49
10909,0.49
10910,0.49
10911,0.49
10912,0.49
10913,0.49
10914,0.49
10915,0.49
10916,0.49
10917,0.49
10918,0.49
10919,0.49
10920,0.49
10921,0.49
10922,0.49
10923,0.49
10924,0.49
10925,0.49
10926,0.49
10927,0.49
10928,0.49
10929,0.49
10930,0.49
10931,0.49
10932,0.49
10933,0.49
10934,0.49
10935,0.49
10936,0.49
10937,0.49
10938,0.49
10939,0.49
10940,0.49
10941,0.49
10942,0.49
10943,0.49
10944,0.48
10945,0.48
10946,0.48
10947,0.48
10948,0.48
10949,0.48
10950,0.48
10951,0.48
10952,0.48
10953,0.48
10954,0.48
10955,0.48
10956,0.48
10957,0.48
10958,0.48
10959,0.48
10960,0.48
10961,0.48
10962,0.48
10963,0.48
10964,0.48
10965,0.48
10966,0.48
10967,0.48
10968,0.48
10969,0.48
10970,0.48
10971,0.48
10972,0.48
10973,0.48
10974,0.48
10975,0.48
10976,0.48
10977,0.48
10978,0.48
10979,0.48
10980,0.48
10981,0.48
10982,0.48
10983,0.47
10984,0.47
10985,0.47
10986,0.47
10987,0.47
10988,0.47
10989,0.47
10990,0.47
10991,0.47
10992,0.47
10993,0.47
10994,0.47
10995,0.47
10996,0.47
10997,0.47
10998,0.47
10999,0.47
11000,0.47
11001,0.47
11002,0.47
11003,0.47
11004,0.47
11005,0.47
11006,0.47
11007,0.47
11008,0.47
11009,0.47
11010,0.47
11011,0.47
11012,0.47
11013,0.47
11014,0.47
11015,0.47
11016,0.47
11017,0.47
11018,0.47
11019,0.47
11020,0.46
11021,0.46
11022,0.46
11023,0.46
11024,0.46
11025,0.46
11026,0.46
11027,0.46
11028,0.46
11029,0.46
11030,0.46
11031,0.46
11032,0.46
11033,0.46
11034,0.46
11035,0.46
11036,0.46
11037,0.46
11038,0.46
11039,0.46
11040,0.46
11041,0.46
11042,0.46
11043,0.46
11044,0.46
11045,0.46
11046,0.46
11047,0.46
11048,0.46
11049,0.46
11050,0.46
11051,0.46
11052,0.46
11053,0.46
11054,0.46
11055,0.46
11056,0.46
11057,0.46
11058,0.46
11059,0.46
11060,0.46
11061,0.46
11062,0.46
11063,0.46
11064,0.46
11065,0.46
11066,0.46
11067,0.46
11068,0.46
11069,0.46
11070,0.45
11071,0.45
11072,0.45
11073,0.45
11074,0.45
11075,0.45
11076,0.45
11077,0.45
11078,0.45
11079,0.45
11080,0.45
11081,0.45
11082,0.45
11083,0.45
11084,0.45
11085,0.45
11086,0.45
11087,0.45
11088,0.45
11089,0.45
11090,0.45
11091,0.45
11092,0.45
11093,0.45
11094,0.45
11095,0.45
11096,0.45
11097,0.45
11098,0.45
11099,0.45
11100,0.45
11101,0.45
11102,0.45
11103,0.45
11104,0.45
11105,0.45
11106,0.44
11107,0.44
11108,0.44
11109,0.44
11110,0.44
11111,0.44
11112,0.44
11113,0.44
11114,0.44
11115,0.44
11116,0.44
11117,0.44
11118,0.44
11119,0.44
11120,0.44
11121,0.44
11122,0.44
11123,0.44
11124,0.44
11125,0.44
11126,0.44
11127,0.44
11128,0.44
11129,0.44
11130,0.44
11131,0.44
11132,0.44
11133,0.44
11134,0.44
11135,0.44
11136,0.44
11137,0.44
11138,0.44
11139,0.44
11140,0.44
11141,0.44
11142,0.44
11143,0.44
11144,0.44
11145,0.44
11146,0.44
11147,0.43
11148,0.43
11149,0.43
11150,0.43
11151,0.43
11152,0.43
11153,0.43
11154,0.43
11155,0.43
11156,0.43
11157,0.43
11158,0.43
11159,0.43
11160,0.43
11161,0.43
11162,0.43
11163,0.43
11164,0.43
11165,0.43
11166,0.43
11167,0.43
11168,0.43
11169,0.43
11170,0.43
11171,0.43
11172,0.43
11173,0.43
11174,0.43
11175,0.43
11176,0.43
11177,0.43
11178,0.43
11179,0.43
11180,0.43
11181,0.42
11182,0.42
11183,0.42
11184,0.42
11185,0.42
11186,0.42
11187,0.42
11188,0.42
11189,0.42
11190,0.42
11191,0.42
11192,0.42
11193,0.42
11194,0.42
11195,0.42
11196,0.42
11197,0.42
11198,0.42
11199,0.42
11200,0.42
11201,0.42
11202,0.42
11203,0.42
11204,0.42
11205,0.42
11206,0.42
11207,0.42
11208,0.42
11209,0.42
11210,0.42
11211,0.42
11212,0.42
11213,0.42
11214,0.42
11215,0.42
11216,0.42
11217,0.42
11218,0.41
11219,0.41
11220,0.41
11221,0.41
11222,0.41
11223,0.41
11224,0.41
11225,0.41
11226,0.41
11227,0.41
11228,0.41
11229,0.41
11230,0.41
11231,0.41
11232,0.41
11233,0.41
11234,0.41
11235,0.41
11236,0.41
11237,0.41
11238,0.41
11239,0.41
11240,0.41
11241,0.41
11242,0.41
11243,0.41
11244,0.41
11245,0.4
11246,0.4
11247,0.4
11248,0.4
11249,0.4
11250,0.4
11251,0.4
11252,0.4
11253,0.4
11254,0.4
11255,0.4
11256,0.4
11257,0.4
11258,0.4
11259,0.4
11260,0.4
11261,0.4
11262,0.4
11263,0.4
11264,0.4
11265,0.4
11266,0.4
11267,0.4
11268,0.4
11269,0.4
11270,0.4
11271,0.4
11272,0.4
11273,0.4
11274,0.4
11275,0.4
11276,0.4
11277,0.4
11278,0.4
11279,0.4
11280,0.4
11281,0.4
11282,0.4
11283,0.4
11284,0.4
11285,0.4
11286,0.4
11287,0.4
11288,0.4
11289,0.4
11290,0.4
11291,0.4
11292,0.4
11293,0.4
11294,0.39
11295,0.39
11296,0.39
11297,0.39
11298,0.39
11299,0.39
11300,0.39
11301,0.39
11302,0.39
11303,0.39
11304,0.39
11305,0.39
11306,0.39
11307,0.39
11308,0.39
11309,0.39
11310,0.39
11311,0.39
11312,0.39
11313,0.39
11314,0.39
11315,0.39
11316,0.39
11317,0.39
11318,0.39
11319,0.39
11320,0.39
11321,0.39
11322,0.39
11323,0.39
11324,0.39
11325,0.39
11326,0.39
11327,0.39
11328,0.39
11329,0.39
11330,0.39
11331,0.39
11332,0.39
11333,0.39
11334,0.39
11335,0.39
11336,0.39
11337,0.38
11338,0.38
11339,0.38
11340,0.38
11341,0.38
11342,0.38
11343,0.38
11344,0.38
11345,0.38
11346,0.38
11347,0.38
11348,0.38
11349,0.38
11350,0.38
11351,0.38
11352,0.38
11353,0.38
11354,0.38
11355,0.38
11356,0.38
11357,0.38
11358,0.38
11359,0.38
11360,0.38
11361,0.38
11362,0.38
11363,0.38
11364,0.38
11365,0.37
11366,0.37
11367,0.37
11368,0.37
11369,0.37
11370,0.37
11371,0.37
11372,0.37
11373,0.37
11374,0.37
11375,0.37
11376,0.37
11377,0.37
11378,0.37
11379,0.37
11380,0.37
11381,0.37
11382,0.37
11383,0.37
11384,0.37
11385,0.37
11386,0.37
11387,0.37
11388,0.37
11389,0.37
11390,0.37
11391,0.36
11392,0.36
11393,0.36
11394,0.36
11395,0.36
11396,0.36
11397,0.36
11398,0.36
11399,0.36
11400,0.36
11401,0.36
11402,0.36
11403,0.36
11404,0.36
11405,0.36
11406,0.36
11407,0.36
11408,0.36
11409,0.36
11410,0.36
11411,0.36
11412,0.36
11413,0.36
11414,0.36
11415,0.36
11416,0.36
11417,0.36
11418,0.36
11419,0.36
11420,0.36
11421,0.36
11422,0.36
11423,0.36
11424,0.35
11425,0.35
11426,0.35
11427,0.35
11428,0.35
11429,0.35
11430,0.35
11431,0.35
11432,0.35
11433,0.35
11434,0.35
11435,0.35
11436,0.35
11437,0.35
11438,0.35
11439,0.35
11440,0.35
11441,0.35
11442,0.35
11443,0.35
11444,0.35
11445,0.35
11446,0.35
11447,0.35
11448,0.35
11449,0.35
11450,0.35
11451,0.34
11452,0.34
11453,0.34
11454,0.34
11455,0.34
11456,0.34
11457,0.34
11458,0.34
11459,0.34
11460,0.34
11461,0.34
11462,0.34
11463,0.34
11464,0.34
11465,0.34
11466,0.34
11467,0.34
11468,0.34
11469,0.34
11470,0.34
11471,0.34
11472,0.34
11473,0.34
11474,0.34
11475,0.34
11476,0.34
11477,0.34
11478,0.34
11479,0.34
11480,0.34
11481,0.34
11482,0.34
11483,0.33
11484,0.33
11485,0.33
11486,0.33
11487,0.33
11488,0.33
11489,0.33
11490,0.33
11491,0.33
11492,0.33
11493,0.33
11494,0.33
11495,0.33
11496,0.33
11497,0.33
11498,0.33
11499,0.33
11500,0.33
11501,0.33
11502,0.33
11503,0.33
11504,0.33
11505,0.33
11506,0.33
11507,0.33
11508,0.33
11509,0.32
11510,0.32
11511,0.32
11512,0.32
11513,0.32
11514,0.32
11515,0.32
11516,0.32
11517,0.32
11518,0.32
11519,0.32
11520,0.32
11521,0.32
11522,0.32
11523,0.32
11524,0.32
11525,0.32
11526,0.32
11527,0.32
11528,0.32
11529,0.32
11530,0.32
11531,0.32
11532,0.32
11533,0.31
11534,0.31
11535,0.31
11536,0.31
11537,0.31
11538,0.31
11539,0.31
11540,0.31
11541,0.31
11542,0.31
11543,0.31
11544,0.31
11545,0.31
11546,0.31
11547,0.31
11548,0.31
11549,0.31
11550,0.31
11551,0.31
11552,0.31
11553,0.31
11554,0.31
11555,0.31
11556,0.31
11557,0.31
11558,0.31
11559,0.31
11560,0.31
11561,0.31
11562,0.31
11563,0.3
11564,0.3
11565,0.3
11566,0.3
11567,0.3
11568,0.3
11569,0.3
11570,0.3
11571,0.3
11572,0.3
11573,0.3
11574,0.3
11575,0.3
11576,0.3
11577,0.3
11578,0.3
11579,0.3
11580,0.3
11581,0.3
11582,0.3
11583,0.3
11584,0.3
11585,0.3
11586,0.3
11587,0.3
11588,0.3
11589,0.3
11590,0.3
11591,0.3
11592,0.3
11593,0.3
11594,0.3
11595,0.29
11596,0.29
11597,0.29
11598,0.29
11599,0.29
11600,0.29
11601,0.29
11602,0.29
11603,0.29
11604,0.29
11605,0.29
11606,0.29
11607,0.29
11608,0.29
11609,0.29
11610,0.29
11611,0.29
11612,0.29
11613,0.29
11614,0.29
11615,0.29
11616,0.29
11617,0.29
11618,0.28
11619,0.28
11620,0.28
11621,0.28
11622,0.28
11623,0.28
11624,0.28
11625,0.28
11626,0.28
11627,0.28
11628,0.28
11629,0.28
11630,0.28
11631,0.28
11632,0.28
11633,0.28
11634,0.28
11635,0.28
11636,0.28
11637,0.28
11638,0.28
11639,0.28
11640,0.28
11641,0.28
11642,0.27
11643,0.27
11644,0.27
11645,0.27
11646,0.27
11647,0.27
11648,0.27
11649,0.27
11650,0.27
11651,0.27
11652,0.27
11653,0.27
11654,0.27
11655,0.27
11656,0.27
11657,0.27
11658,0.27
11659,0.27
11660,0.27
11661,0.27
11662,0.26
11663,0.26
11664,0.26
11665,0.26
11666,0.26
11667,0.26
11668,0.26
11669,0.26
11670,0.26
11671,0.26
11672,0.26
11673,0.26
11674,0.26
11675,0.26
11676,0.26
11677,0.26
11678,0.26
11679,0.26
11680,0.26
11681,0.26
11682,0.26
11683,0.26
11684,0.26
11685,0.26
11686,0.25
11687,0.25
11688,0.25
11689,0.25
11690,0.25
11691,0.25
11692,0.25
11693,0.25
11694,0.25
11695,0.25
11696,0.25
11697,0.25
11698,0.25
11699,0.25
11700,0.25
11701,0.25
11702,0.24
11703,0.24
11704,0.24
11705,0.24
11706,0.24
11707,0.24
11708,0.24
11709,0.24
11710,0.24
11711,0.24
11712,0.24
11713,0.24
11714,0.24
11715,0.24
11716,0.24
11717,0.24
11718,0.23
11719,0.23
11720,0.23
11721,0.23
11722,0.23
11723,0.23
11724,0.23
11725,0.23
11726,0.23
11727,0.23
11728,0.23
11729,0.23
11730,0.23
11731,0.23
11732,0.23
11733,0.22
11734,0.22
11735,0.22
11736,0.22
11737,0.22
11738,0.22
11739,0.22
11740,0.22
11741,0.22
11742,0.22
11743,0.22
11744,0.22
11745,0.22
11746,0.22
11747,0.22
11748,0.22
11749,0.22
11750,0.21
11751,0.21
11752,0.21
11753,0.21
11754,0.21
11755,0.21
11756,0.21
11757,0.21
11758,0.21
11759,0.21
11760,0.21
11761,0.21
11762,0.21
11763,0.21
11764,0.21
11765,0.21
11766,0.21
11767,0.21
11768,0.2
11769,0.2
11770,0.2
11771,0.2
11772,0.2
11773,0.2
11774,0.2
11775,0.2
11776,0.2
11777,0.2
11778,0.2
11779,0.2
11780,0.2
11781,0.2
11782,0.2
11783,0.2
11784,0.2
11785,0.19
11786,0.19
11787,0.19
11788,0.19
11789,0.19
11790,0.19
11791,0.19
11792,0.19
11793,0.19
11794,0.19
11795,0.19
11796,0.19
11797,0.19
11798,0.19
11799,0.19
11800,0.19
11801,0.19
11802,0.18
11803,0.18
11804,0.18
11805,0.18
11806,0.18
11807,0.18
11808,0.18
11809,0.18
11810,0.18
11811,0.18
11812,0.18
11813,0.18
11814,0.18
11815,0.18
11816,0.18
11817,0.17
11818,0.17
11819,0.17
11820,0.17
11821,0.17
11822,0.17
11823,0.17
11824,0.17
11825,0.17
11826,0.16
11827,0.16
11828,0.16
11829,0.16
11830,0.16
11831,0.16
11832,0.16
11833,0.16
11834,0.16
11835,0.16
11836,0.16
11837,0.16
11838,0.16
11839,0.16
11840,0.16
11841,0.16
11842,0.16
11843,0.15
11844,0.15
11845,0.15
11846,0.15
11847,0.15
11848,0.15
11849,0.15
11850,0.15
11851,0.15
11852,0.15
11853,0.15
11854,0.15
11855,0.15
11856,0.15
11857,0.14
11858,0.14
11859,0.14
11860,0.14
11861,0.14
11862,0.14
11863,0.13
11864,0.13
11865,0.13
11866,0.13
11867,0.13
11868,0.13
11869,0.13
11870,0.13
11871,0.13
11872,0.12
11873,0.12
11874,0.12
11875,0.12
11876,0.12
11877,0.12
11878,0.12
11879,0.12
11880,0.12
11881,0.12
11882,0.12
11883,0.12
11884,0.12
11885,0.12
11886,0.12
11887,0.12
11888,0.11
11889,0.11
11890,0.11
11891,0.11
11892,0.11
11893,0.11
11894,0.11
11895,0.11
11896,0.11
11897,0.11
11898,0.11
11899,0.11
11900,0.11
11901,0.11
11902,0.1
11903,0.1
11904,0.1
11905,0.1
11906,0.1
11907,0.1
11908,0.1
11909,0.1
11910,0.1
11911,0.1
11912,0.1
11913,0.1
11914,0.09
11915,0.09
11916,0.09
11917,0.09
11918,0.09
11919,0.09
11920,0.09
11921,0.09
11922,0.09
11923,0.09
11924,0.09
11925,0.09
11926,0.09
11927,0.09
11928,0.09
11929,0.08
11930,0.08
11931,0.08
11932,0.08
11933,0.08
11934,0.08
11935,0.08
11936,0.08
11937,0.08
11938,0.08
11939,0.08
11940,0.08
11941,0.08
11942,0.08
11943,0.08
11944,0.08
11945,0.08
11946,0.07
11947,0.07
11948,0.07
11949,0.07
11950,0.07
11951,0.06
11952,0.06
11953,0.06
11954,0.06
11955,0.06
11956,0.06
11957,0.06
11958,0.05
11959,0.05
11960,0.05
11961,0.05
11962,0.04
11963,0.04
11964,0.04
11965,0.04
11966,0.04
11967,0.04
11968,0.04
11969,0.03
11970,0.03
11971,0.03
11972,0.02
11973,0.02
11974,0.02
11975,0.02
11976,0.01
11977,0.01
11978,0.01
11979,0.01
11980,0.01
11981,0.01
11982,0.01
